volcanoName,eruptionCertainty,startDate,maxVEI,evidenceMethod,latitude,longitude,volcanoHeight,country,primaryVolcanoType,population5km,population10km,population30km,population100km
"Orizaba, Pico de",1,1500 BCE,3,Radiocarbon (uncorrected),19.03,-97.27,5564,Mexico,Stratovolcano,413,4469,759747,5962920
Sheveluch,1,1500 BCE,3,Tephrochronology,56.653,161.36,3283,Russia,Stratovolcano,0,0,1718,11613
Avachinsky,1,1500 BCE,5,Radiocarbon (corrected),53.256,158.836,2717,Russia,Stratovolcano,0,0,180016,270205
Iwatesan,1,1500 BCE,1,Tephrochronology,39.853,141.001,2038,Japan,Complex,439,18462,415920,2976795
Chikurachki,1,1500 BCE,4,Tephrochronology,50.324,155.461,1781,Russia,Stratovolcano,0,65,527,2492
Fujisan,1,1510 BCE,2,Radiocarbon (corrected),35.361,138.728,3776,Japan,Stratovolcano,570,1759,906969,25022187
Redoubt,1,1510 BCE,3,Varve Count,60.485,-152.742,3108,United States,Stratovolcano,0,0,1,32410
"Chillan, Nevados de",1,1510 BCE,2,Radiocarbon (uncorrected),-36.868,-71.378,3180,Chile,Stratovolcano,68,371,3733,512325
Cotopaxi,1,1510 BCE,2,Radiocarbon (uncorrected),-0.677,-78.436,5911,Ecuador,Stratovolcano,251,7299,152139,3631492
Katla,1,1540 BCE,3,Tephrochronology,63.633,-19.083,1490,Iceland,Subglacial,0,0,473,11326
Redoubt,1,1540 BCE,3,Varve Count,60.485,-152.742,3108,United States,Stratovolcano,0,0,1,32410
Kanaga,1,1550 BCE,1,Radiocarbon (corrected),51.923,-177.168,1307,United States,Stratovolcano,0,0,0,0
Bezymianny,1,1550 BCE,2,Tephrochronology,55.972,160.595,2882,Russia,Stratovolcano,0,0,47,11728
Redoubt,1,1550 BCE,3,Radiocarbon (uncorrected),60.485,-152.742,3108,United States,Stratovolcano,0,0,1,32410
Hayes,1,1550 BCE,5,Tephrochronology,61.64,-152.411,3034,United States,Stratovolcano,0,0,0,151
Kilauea,1,1550 BCE,0,Radiocarbon (uncorrected),19.421,-155.287,1222,United States,Shield,3122,3122,8495,169550
Adatarayama,1,1550 BCE,2,Tephrochronology,37.647,140.281,1728,Japan,Stratovolcano,428,3936,717078,5024654
Opala,1,1550 BCE,3,Radiocarbon (uncorrected),52.543,157.339,2439,Russia,Caldera,22,22,50,58949
Koryaksky,1,1550 BCE,1,Radiocarbon (uncorrected),53.321,158.712,3430,Russia,Stratovolcano,0,13,142050,257322
Bakening,1,1550 BCE,2,Tephrochronology,53.905,158.07,2278,Russia,Stratovolcano,0,10,1583,87139
Ata,1,1550 BCE,3,Tephrochronology,31.22,130.57,924,Japan,Caldera,93134,93134,171590,1891380
Vesuvius,1,1550 BCE,4,Radiocarbon (corrected),40.821,14.426,1281,Italy,Stratovolcano,19162,675705,3907941,6009961
"Lengai, Ol Doinyo",1,1550 BCE,1,Tephrochronology,-2.764,35.914,2962,Tanzania,Stratovolcano,186,1855,18074,545305
Hekla,1,1550 BCE,4,Tephrochronology,63.983,-19.666,1490,Iceland,Stratovolcano,0,0,298,22845
Torfajokull,1,1550 BCE,2,Tephrochronology,63.892,-19.122,1280,Iceland,Stratovolcano,0,0,7,16304
Deception Island,1,1550 BCE,2,Radiocarbon (uncorrected),-63.001,-60.652,602,Antarctica,Caldera,0,0,0,0
"Maule, Laguna del",1,1550 BCE,0,Ar/Ar,-36.058,-70.492,2162,Chile,Caldera,1045,1045,1521,169334
Taranaki,1,1560 BCE,4,Radiocarbon (uncorrected),-39.3,174.07,2518,New Zealand,Stratovolcano,200,230,77381,104499
Redoubt,1,1560 BCE,3,Varve Count,60.485,-152.742,3108,United States,Stratovolcano,0,0,1,32410
Fuego,1,1580 BCE,2,Radiocarbon (uncorrected),14.473,-90.88,3763,Guatemala,Stratovolcano,1373,54332,1016339,7677809
Chacana,1,1580 BCE,0,Radiocarbon (uncorrected),-0.375,-78.25,4643,Ecuador,Caldera,81716,81716,348743,3292546
Fuss Peak,1,1590 BCE,3,Radiocarbon (corrected),50.267,155.246,1742,Russia,Stratovolcano,0,62,354,1891
Zaozan [Zaosan],1,1600 BCE,1,Radiocarbon (corrected),38.144,140.44,1841,Japan,Complex,632,4681,550409,4956958
Soufriere St. Vincent,1,1600 BCE,2,Radiocarbon (uncorrected),13.33,-61.18,1220,Saint Vincent and the Grenadines,Stratovolcano,1491,15327,103882,291476
St. Helens,1,1610 BCE,3,Radiocarbon (corrected),46.2,-122.18,2549,United States,Stratovolcano,78,427,2221,2173101
Santorini,1,1610 BCE,7,Radiocarbon (corrected),36.404,25.396,367,Greece,Shield,5176,12266,12336,67468
Ata,1,1610 BCE,3,Tephrochronology,31.22,130.57,924,Japan,Caldera,93134,93134,171590,1891380
Katla,1,1640 BCE,3,Tephrochronology,63.633,-19.083,1490,Iceland,Subglacial,0,0,473,11326
Aniakchak,1,1645 BCE,6,Ice Core,56.88,-158.17,1341,United States,Caldera,0,0,36,479
Mageik,1,1650 BCE,2,Radiocarbon (uncorrected),58.195,-155.253,2165,United States,Stratovolcano,0,0,0,376
Sheveluch,1,1650 BCE,3,Tephrochronology,56.653,161.36,3283,Russia,Stratovolcano,0,0,1718,11613
Tolbachik,1,1650 BCE,2,Tephrochronology,55.832,160.326,3611,Russia,Shield,0,0,225,10487
Kilauea,1,1650 BCE,0,Radiocarbon (uncorrected),19.421,-155.287,1222,United States,Shield,3122,3122,8495,169550
Mauna Loa,1,1650 BCE,0,Radiocarbon (uncorrected),19.475,-155.608,4170,United States,Shield,45,45,1906,175315
Hualalai,1,1650 BCE,0,Radiocarbon (uncorrected),19.692,-155.87,2523,United States,Shield,35906,35906,46959,166240
Iwatesan,1,1650 BCE,1,Radiocarbon (corrected),39.853,141.001,2038,Japan,Complex,439,18462,415920,2976795
Krasheninnikov,1,1650 BCE,2,Radiocarbon (corrected),54.596,160.27,1816,Russia,Caldera,308,308,814,4674
Asosan,1,1650 BCE,3,Radiocarbon (corrected),32.884,131.104,1592,Japan,Caldera,75559,75559,234591,6507519
Campi Flegrei,1,1650 BCE,4,Tephrochronology,40.827,14.139,458,Italy,Caldera,2234109,2234109,3006865,6019697
Hekla,1,1650 BCE,3,Tephrochronology,63.983,-19.666,1490,Iceland,Stratovolcano,0,0,298,22845
Tenerife,1,1650 BCE,2,Tephrochronology,28.271,-16.641,3715,Spain,Stratovolcano,0,156,337660,766276
Cayambe,1,1650 BCE,3,Tephrochronology,0.029,-77.986,5790,Ecuador,Compound,70,1148,109630,3154986
Azufral,1,1650 BCE,4,Radiocarbon (uncorrected),1.08,-77.68,4070,Colombia,Stratovolcano,4334,40657,387292,1817609
Arenal,1,1650 BCE,4,Tephrochronology,10.463,-84.703,1670,Costa Rica,Stratovolcano,3429,15643,96512,3027485
Furnas,1,1670 BCE,4,Tephrochronology,37.77,-25.32,805,Portugal,Stratovolcano,1333,7310,87865,153182
Katla,1,1670 BCE,3,Tephrochronology,63.633,-19.083,1490,Iceland,Subglacial,0,0,473,11326
Craters of the Moon,1,1680 BCE,0,Radiocarbon (uncorrected),43.42,-113.5,2005,United States,Pyroclastic cone,15,15,1459,93300
St. Helens,1,1680 BCE,3,Radiocarbon (corrected),46.2,-122.18,2549,United States,Stratovolcano,78,427,2221,2173101
Redoubt,1,1690 BCE,3,Varve Count,60.485,-152.742,3108,United States,Stratovolcano,0,0,1,32410
Tenerife,1,1700 BCE,2,Tephrochronology,28.271,-16.641,3715,Spain,Stratovolcano,0,156,337660,766276
Katla,1,1700 BCE,3,Tephrochronology,63.633,-19.083,1490,Iceland,Subglacial,0,0,473,11326
Redoubt,1,1700 BCE,3,Varve Count,60.485,-152.742,3108,United States,Stratovolcano,0,0,1,32410
Sheveluch,1,1700 BCE,4,Tephrochronology,56.653,161.36,3283,Russia,Stratovolcano,0,0,1718,11613
Mauna Loa,1,1700 BCE,0,Radiocarbon (uncorrected),19.475,-155.608,4170,United States,Shield,45,45,1906,175315
Avachinsky,1,1700 BCE,3,Tephrochronology,53.256,158.836,2717,Russia,Stratovolcano,0,0,180016,270205
Maruyama,1,1700 BCE,2,Radiocarbon (corrected),43.418,143.031,2013,Japan,Stratovolcano,0,6,3682,1260920
Taranaki,1,1700 BCE,5,Radiocarbon (uncorrected),-39.3,174.07,2518,New Zealand,Stratovolcano,200,230,77381,104499
Taveuni,1,1700 BCE,2,Tephrochronology,-16.82,-179.97,1241,Fiji,Shield,692,3220,19186,146131
Osorno,1,1710 BCE,2,Radiocarbon (uncorrected),-41.105,-72.496,2659,Chile,Stratovolcano,88,674,11964,655492
Kujusan,1,1720 BCE,3,Tephrochronology,33.086,131.249,1791,Japan,Stratovolcano,1667,11771,181541,7815706
Hengill,1,1730 BCE,0,Radiocarbon (corrected),64.083,-21.416,803,Iceland,Crater rows,5722,5722,124106,204855
Hekla,1,1750 BCE,3,Tephrochronology,63.983,-19.666,1490,Iceland,Stratovolcano,0,0,298,22845
Ljosufjoll,1,1750 BCE,2,Radiocarbon (uncorrected),64.9,-22.483,1063,Iceland,Fissure vent,713,713,1511,192797
Niigata-Yakeyama,1,1750 BCE,1,Radiocarbon (corrected),36.921,138.036,2400,Japan,Lava dome,73,610,226866,3920252
Tokachidake,1,1750 BCE,1,Radiocarbon (corrected),43.418,142.686,2077,Japan,Stratovolcano,12,227,60382,1373264
Mauna Loa,1,1750 BCE,0,Radiocarbon (uncorrected),19.475,-155.608,4170,United States,Shield,45,45,1906,175315
Tolbachik,1,1750 BCE,3,Tephrochronology,55.832,160.326,3611,Russia,Shield,0,0,225,10487
Veniaminof,1,1750 BCE,6,Radiocarbon (uncorrected),56.17,-159.38,2507,United States,Stratovolcano,0,0,0,542
Makushin,1,1750 BCE,2,Radiocarbon (uncorrected),53.891,-166.923,1800,United States,Stratovolcano,0,0,3437,3850
Okataina,1,1750 BCE,4,Radiocarbon (corrected),-38.12,176.5,1111,New Zealand,Lava dome,18,579,79591,362413
Chikurachki,1,1750 BCE,3,Tephrochronology,50.324,155.461,1781,Russia,Stratovolcano,0,65,527,2492
St. Helens,1,1770 BCE,5,Tephrochronology,46.2,-122.18,2549,United States,Stratovolcano,78,427,2221,2173101
Merapi,1,1770 BCE,2,Radiocarbon (corrected),-7.54,110.446,2910,Indonesia,Stratovolcano,49205,185849,4348473,24728414
Arenal,1,1770 BCE,3,Radiocarbon (corrected),10.463,-84.703,1670,Costa Rica,Stratovolcano,3429,15643,96512,3027485
Ata,1,1780 BCE,4,Tephrochronology,31.22,130.57,924,Japan,Caldera,93134,93134,171590,1891380
"Fournaise, Piton de la",1,1790 BCE,1,Radiocarbon (uncorrected),-21.244,55.708,2632,France,Shield,55859,55859,246792,717820
Mauna Loa,1,1800 BCE,0,Radiocarbon (uncorrected),19.475,-155.608,4170,United States,Shield,45,45,1906,175315
Maly Semyachik,1,1800 BCE,2,Radiocarbon (corrected),54.135,159.674,1527,Russia,Caldera,98,98,497,10182
Azumayama,1,1800 BCE,1,Radiocarbon (corrected),37.735,140.244,1949,Japan,Stratovolcano,128,907,548195,4877648
Bandaisan,1,1800 BCE,2,Tephrochronology,37.601,140.072,1816,Japan,Stratovolcano,5923,17608,327454,4709782
Miyakejima,1,1800 BCE,3,Tephrochronology,34.094,139.526,775,Japan,Stratovolcano,1848,3189,3474,95663
Aogashima,1,1800 BCE,2,Radiocarbon (corrected),32.458,139.759,423,Japan,Stratovolcano,232,232,232,8559
Cayambe,1,1800 BCE,3,Tephrochronology,0.029,-77.986,5790,Ecuador,Compound,70,1148,109630,3154986
Reykjanes,1,1800 BCE,2,Tephrochronology,63.817,-22.717,140,Iceland,Crater rows,13995,13995,15542,192922
"Watt, Morne",1,1800 BCE,1,Radiocarbon (uncorrected),15.307,-61.305,1224,Dominica,Stratovolcano,1818,35821,63178,545352
Soufriere Guadeloupe,1,1810 BCE,2,Radiocarbon (corrected),16.044,-61.664,1467,France,Stratovolcano,8839,71345,256899,482449
Villarrica,1,1810 BCE,5,Radiocarbon (uncorrected),-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
Redoubt,1,1810 BCE,3,Varve Count,60.485,-152.742,3108,United States,Stratovolcano,0,0,1,32410
Augustine,1,1820 BCE,2,Radiocarbon (corrected),59.363,-153.43,1252,United States,Lava dome,0,0,0,759
Rincon de la Vieja,1,1820 BCE,4,Radiocarbon (corrected),10.83,-85.324,1916,Costa Rica,Complex,271,1428,78668,659105
Reclus,1,1830 BCE,1,Tephrochronology,-50.964,-73.585,1000,Chile,Pyroclastic cone,0,1,420,12382
Kikai,1,1830 BCE,2,Radiocarbon (uncorrected),30.793,130.305,704,Japan,Caldera,152,152,152,1002905
Asosan,1,1830 BCE,1,Radiocarbon (uncorrected),32.884,131.104,1592,Japan,Caldera,75559,75559,234591,6507519
Hayes,1,1850 BCE,5,Tephrochronology,61.64,-152.411,3034,United States,Stratovolcano,0,0,0,151
Adams,1,1850 BCE,1,Tephrochronology,46.206,-121.49,3742,United States,Stratovolcano,0,70,4019,393303
Fujisan,1,1850 BCE,2,Radiocarbon (uncorrected),35.361,138.728,3776,Japan,Stratovolcano,570,1759,906969,25022187
Nemo Peak,1,1850 BCE,2,Tephrochronology,49.57,154.808,1018,Russia,Caldera,15,15,46,582
Azufral,1,1850 BCE,4,Radiocarbon (uncorrected),1.08,-77.68,4070,Colombia,Stratovolcano,4334,40657,387292,1817609
Hekla,1,1850 BCE,3,Tephrochronology,63.983,-19.666,1490,Iceland,Stratovolcano,0,0,298,22845
Katla,1,1850 BCE,3,Tephrochronology,63.633,-19.083,1490,Iceland,Subglacial,0,0,473,11326
Agua de Pau,1,1850 BCE,3,Radiocarbon (uncorrected),37.77,-25.47,947,Portugal,Stratovolcano,406,17272,113131,119653
Fuss Peak,1,1850 BCE,1,Tephrochronology,50.267,155.246,1742,Russia,Stratovolcano,0,62,354,1891
St. Helens,1,1860 BCE,6,Radiocarbon (corrected),46.2,-122.18,2549,United States,Stratovolcano,78,427,2221,2173101
Guagua Pichincha,1,1860 BCE,2,Radiocarbon (corrected),-0.171,-78.598,4784,Ecuador,Stratovolcano,449,32488,2064475,3581801
Redoubt,1,1870 BCE,3,Varve Count,60.485,-152.742,3108,United States,Stratovolcano,0,0,1,32410
Campi Flegrei,1,1870 BCE,4,Radiocarbon (uncorrected),40.827,14.139,458,Italy,Caldera,2234109,2234109,3006865,6019697
Michoacan-Guanajuato,1,1880 BCE,3,Radiocarbon (uncorrected),19.85,-101.75,3860,Mexico,Pyroclastic cone,5783287,5783287,5783287,5783287
Popocatepetl,1,1890 BCE,2,Radiocarbon (uncorrected),19.023,-98.622,5393,Mexico,Stratovolcano,325,2584,634054,26509510
Colima,1,1890 BCE,2,Radiocarbon (uncorrected),19.514,-103.62,3850,Mexico,Stratovolcano,76,746,303490,1494790
Dana,1,1890 BCE,5,Radiocarbon (uncorrected),55.641,-161.214,1354,United States,Stratovolcano,0,0,0,1814
Merapi,1,1890 BCE,2,Radiocarbon (corrected),-7.54,110.446,2910,Indonesia,Stratovolcano,49205,185849,4348473,24728414
"Hudson, Cerro",1,1890 BCE,6,Radiocarbon (corrected),-45.9,-72.97,1905,Chile,Stratovolcano,0,12,28,81642
Ghegham Volcanic Ridge,1,1900 BCE,0,Anthropology,40.283,45.0,3597,Armenia,Volcanic field,1265153,1265153,1265153,3151168
Black Peak,1,1900 BCE,6,Tephrochronology,56.552,-158.785,1032,United States,Stratovolcano,0,0,0,478
Kanaga,1,1900 BCE,1,Radiocarbon (corrected),51.923,-177.168,1307,United States,Stratovolcano,0,0,0,0
Mauna Loa,1,1900 BCE,0,Radiocarbon (uncorrected),19.475,-155.608,4170,United States,Shield,45,45,1906,175315
Niigata-Yakeyama,1,1900 BCE,1,Tephrochronology,36.921,138.036,2400,Japan,Lava dome,73,610,226866,3920252
Katla,1,1910 BCE,3,Tephrochronology,63.633,-19.083,1490,Iceland,Subglacial,0,0,473,11326
Katla,1,1920 BCE,4,Radiocarbon (corrected),63.633,-19.083,1490,Iceland,Subglacial,0,0,473,11326
Calbuco,1,1920 BCE,3,Radiocarbon (uncorrected),-41.33,-72.618,1974,Chile,Stratovolcano,70,871,32265,575233
Sanbesan,1,1920 BCE,4,Tephrochronology,35.141,132.622,1126,Japan,Stratovolcano,1300,6795,171742,3597290
Parker,1,1920 BCE,4,Radiocarbon (uncorrected),6.113,124.892,1824,Philippines,Stratovolcano,331,2963,484481,3532683
Colima,1,1940 BCE,2,Radiocarbon (corrected),19.514,-103.62,3850,Mexico,Stratovolcano,76,746,303490,1494790
Ichinsky,1,1950 BCE,2,Radiocarbon (corrected),55.678,157.718,3596,Russia,Stratovolcano,0,0,34,2670
Mageik,1,1950 BCE,2,Radiocarbon (uncorrected),58.195,-155.253,2165,United States,Stratovolcano,0,0,0,376
Koryaksky,1,1950 BCE,1,Radiocarbon (uncorrected),53.321,158.712,3430,Russia,Stratovolcano,0,13,142050,257322
Katla,1,1950 BCE,3,Tephrochronology,63.633,-19.083,1490,Iceland,Subglacial,0,0,473,11326
Grimsvotn,1,1950 BCE,2,Tephrochronology,64.416,-17.316,1719,Iceland,Caldera,0,0,0,1736
Chikurachki,1,1950 BCE,4,Tephrochronology,50.324,155.461,1781,Russia,Stratovolcano,0,65,527,2492
Etna,1,1980 BCE,1,Radiocarbon (uncorrected),37.748,14.999,3320,Italy,Stratovolcano,78,3291,1016540,3052770
Tenerife,1,1980 BCE,2,Radiocarbon (corrected),28.271,-16.641,3715,Spain,Stratovolcano,0,156,337660,766276
Villarrica,1,1980 BCE,0,Tephrochronology,-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
"Tolima, Nevado del",1,1990 BCE,5,Radiocarbon (corrected),4.658,-75.33,5215,Colombia,Stratovolcano,1660,6563,441916,4258333
Savai'i,1,1990 BCE,1,Radiocarbon (corrected),-13.612,-172.525,1858,Samoa,Shield,0,59,34215,188465
Raoul Island,1,2000 BCE,4,Radiocarbon (uncorrected),-29.27,-177.92,516,New Zealand,Stratovolcano,0,0,0,0
Campi Flegrei,1,2000 BCE,4,Tephrochronology,40.827,14.139,458,Italy,Caldera,2234109,2234109,3006865,6019697
"Marra, Jebel",1,2000 BCE,4,Radiocarbon (corrected),12.95,24.27,3042,Sudan,Volcanic field,638,8692,120061,983802
Gorely,1,2000 BCE,2,Tephrochronology,52.559,158.03,1799,Russia,Caldera,0,0,19,250293
Nikko-Shiranesan,1,2000 BCE,1,Tephrochronology,36.799,139.376,2578,Japan,Shield,513,2502,79844,9303980
Miyakejima,1,2000 BCE,3,Radiocarbon (corrected),34.094,139.526,775,Japan,Stratovolcano,1848,3189,3474,95663
Nasudake,1,2000 BCE,2,Tephrochronology,37.125,139.963,1915,Japan,Stratovolcano,639,5802,298717,5725203
Zaozan [Zaosan],1,2000 BCE,1,Tephrochronology,38.144,140.44,1841,Japan,Complex,632,4681,550409,4956958
Iwatesan,1,2000 BCE,1,Radiocarbon (corrected),39.853,141.001,2038,Japan,Complex,439,18462,415920,2976795
Sheveluch,1,2000 BCE,5,Radiocarbon (corrected),56.653,161.36,3283,Russia,Stratovolcano,0,0,1718,11613
Mauna Loa,1,2000 BCE,0,Radiocarbon (uncorrected),19.475,-155.608,4170,United States,Shield,45,45,1906,175315
Katla,1,2000 BCE,3,Tephrochronology,63.633,-19.083,1490,Iceland,Subglacial,0,0,473,11326
Liamuiga,1,2010 BCE,4,Radiocarbon (uncorrected),17.37,-62.8,1156,Saint Kitts and Nevis,Stratovolcano,2009,7285,35138,141136
Snaefellsjokull,1,2010 BCE,1,Radiocarbon (uncorrected),64.8,-23.783,1446,Iceland,Stratovolcano,9,129,2264,11820
Ata,1,2010 BCE,4,Tephrochronology,31.22,130.57,924,Japan,Caldera,93134,93134,171590,1891380
Soufriere St. Vincent,1,2020 BCE,2,Radiocarbon (uncorrected),13.33,-61.18,1220,Saint Vincent and the Grenadines,Stratovolcano,1491,15327,103882,291476
Katla,1,2020 BCE,3,Tephrochronology,63.633,-19.083,1490,Iceland,Subglacial,0,0,473,11326
"Chichon, El",1,2030 BCE,5,Radiocarbon (corrected),17.36,-93.228,1150,Mexico,Lava dome,3759,11000,143015,3570632
Hualalai,1,2040 BCE,0,Radiocarbon (uncorrected),19.692,-155.87,2523,United States,Shield,35906,35906,46959,166240
Redoubt,1,2040 BCE,3,Varve Count,60.485,-152.742,3108,United States,Stratovolcano,0,0,1,32410
Augustine,1,2040 BCE,2,Radiocarbon (corrected),59.363,-153.43,1252,United States,Lava dome,0,0,0,759
Campi Flegrei,1,2040 BCE,3,Tephrochronology,40.827,14.139,458,Italy,Caldera,2234109,2234109,3006865,6019697
Long Island,1,2040 BCE,6,Radiocarbon (uncorrected),-5.358,147.12,1280,Papua New Guinea,Complex,172,2023,4017,78803
Rungwe,1,2050 BCE,5,Tephrochronology,-9.135,33.668,2953,Tanzania,Stratovolcano,644,20713,393819,2299914
Asosan,1,2050 BCE,3,Radiocarbon (corrected),32.884,131.104,1592,Japan,Caldera,75559,75559,234591,6507519
Aira,1,2050 BCE,2,Magnetism,31.593,130.657,1117,Japan,Caldera,4918,113874,905254,2610033
Kirishimayama,1,2050 BCE,3,Radiocarbon (uncorrected),31.934,130.862,1700,Japan,Shield,647,8415,407050,3972044
Iliamna,1,2050 BCE,4,Radiocarbon (uncorrected),60.032,-153.09,3053,United States,Stratovolcano,0,0,1,7564
Northern EPR at 9.8°N,1,2050 BCE,0,Uranium-series,9.83,-104.3,-2500,Undersea Features,Submarine,0,0,0,0
Michoacan-Guanajuato,1,2050 BCE,3,Anthropology,19.85,-101.75,3860,Mexico,Pyroclastic cone,5783287,5783287,5783287,5783287
Mauna Loa,1,2050 BCE,0,Radiocarbon (uncorrected),19.475,-155.608,4170,United States,Shield,45,45,1906,175315
Shasta,1,2050 BCE,1,Radiocarbon (uncorrected),41.409,-122.193,4317,United States,Stratovolcano,0,35,19785,265016
Iwatesan,1,2050 BCE,1,Radiocarbon (corrected),39.853,141.001,2038,Japan,Complex,439,18462,415920,2976795
Hachijojima,1,2050 BCE,5,Tephrochronology,33.137,139.766,854,Japan,Stratovolcano,11275,13560,13564,14082
Izu-Tobu,1,2050 BCE,3,Tephrochronology,34.9,139.098,1406,Japan,Pyroclastic cone,5886,61727,447660,17928355
Fujisan,1,2050 BCE,2,Radiocarbon (uncorrected),35.361,138.728,3776,Japan,Stratovolcano,570,1759,906969,25022187
Gorely,1,2050 BCE,2,Tephrochronology,52.559,158.03,1799,Russia,Caldera,0,0,19,250293
Mutnovsky,1,2050 BCE,2,Tephrochronology,52.449,158.196,2288,Russia,Complex,0,0,97,250858
Iliinsky,1,2050 BCE,4,Radiocarbon (uncorrected),51.498,157.203,1555,Russia,Stratovolcano,0,0,410,4173
Karymsky,1,2050 BCE,2,Radiocarbon (corrected),54.049,159.443,1513,Russia,Stratovolcano,0,0,291,10848
Tolbachik,1,2050 BCE,3,Tephrochronology,55.832,160.326,3611,Russia,Shield,0,0,225,10487
Akan,1,2050 BCE,1,Radiocarbon (uncorrected),43.384,144.013,1499,Japan,Caldera,2062,2062,9756,929538
Mashu,1,2050 BCE,4,Radiocarbon (corrected),43.572,144.561,857,Japan,Caldera,9794,9794,25627,632919
Katla,1,2050 BCE,3,Tephrochronology,63.633,-19.083,1490,Iceland,Subglacial,0,0,473,11326
Oddnyjarhnjukur-Langjokull,1,2050 BCE,0,Radiocarbon (corrected),64.85,-19.7,1100,Iceland,Subglacial,0,0,5,11973
Sete Cidades,1,2050 BCE,2,Tephrochronology,37.865,-25.785,842,Portugal,Stratovolcano,3515,10365,102848,127154
Askja,1,2050 BCE,0,Tephrochronology,65.033,-16.783,1080,Iceland,Stratovolcano,0,0,0,13028
Erebus,1,2050 BCE,0,Ar/Ar,-77.53,167.17,3794,Antarctica,Stratovolcano,0,0,0,0
Ljosufjoll,1,2050 BCE,3,Tephrochronology,64.9,-22.483,1063,Iceland,Fissure vent,713,713,1511,192797
Soufriere Guadeloupe,2,2050 BCE,2,Tephrochronology,16.044,-61.664,1467,France,Stratovolcano,8839,71345,256899,482449
Cotopaxi,1,2050 BCE,5,Tephrochronology,-0.677,-78.436,5911,Ecuador,Stratovolcano,251,7299,152139,3631492
Kilauea,1,2080 BCE,0,Radiocarbon (corrected),19.421,-155.287,1222,United States,Shield,3122,3122,8495,169550
Campi Flegrei,1,2080 BCE,2,Tephrochronology,40.827,14.139,458,Italy,Caldera,2234109,2234109,3006865,6019697
Guagua Pichincha,1,2090 BCE,2,Radiocarbon (corrected),-0.171,-78.598,4784,Ecuador,Stratovolcano,449,32488,2064475,3581801
Azufral,1,2095 BCE,4,Radiocarbon (uncorrected),1.08,-77.68,4070,Colombia,Stratovolcano,4334,40657,387292,1817609
Pelee,1,2100 BCE,3,Radiocarbon (corrected),14.809,-61.165,1394,France,Stratovolcano,251,5025,382633,609576
St. Helens,1,2100 BCE,3,Tephrochronology,46.2,-122.18,2549,United States,Stratovolcano,78,427,2221,2173101
Sheveluch,1,2100 BCE,5,Radiocarbon (corrected),56.653,161.36,3283,Russia,Stratovolcano,0,0,1718,11613
Avachinsky,1,2100 BCE,3,Tephrochronology,53.256,158.836,2717,Russia,Stratovolcano,0,0,180016,270205
Izu-Tobu,1,2100 BCE,4,Radiocarbon (corrected),34.9,139.098,1406,Japan,Pyroclastic cone,5886,61727,447660,17928355
Myokosan,1,2100 BCE,4,Tephrochronology,36.891,138.114,2454,Japan,Stratovolcano,1563,11033,561142,4118863
"Orizaba, Pico de",1,2110 BCE,3,Radiocarbon (uncorrected),19.03,-97.27,5564,Mexico,Stratovolcano,413,4469,759747,5962920
Katla,1,2110 BCE,3,Tephrochronology,63.633,-19.083,1490,Iceland,Subglacial,0,0,473,11326
San Martin,1,2130 BCE,2,Radiocarbon (uncorrected),18.57,-95.2,1650,Mexico,Shield,280,3581,259640,1645811
Soufriere St. Vincent,1,2135 BCE,2,Radiocarbon (uncorrected),13.33,-61.18,1220,Saint Vincent and the Grenadines,Stratovolcano,1491,15327,103882,291476
Villarrica,1,2140 BCE,1,Radiocarbon (uncorrected),-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
Mauna Loa,1,2150 BCE,0,Radiocarbon (uncorrected),19.475,-155.608,4170,United States,Shield,45,45,1906,175315
Sheveluch,1,2150 BCE,3,Tephrochronology,56.653,161.36,3283,Russia,Stratovolcano,0,0,1718,11613
Kanaga,1,2150 BCE,1,Radiocarbon (corrected),51.923,-177.168,1307,United States,Stratovolcano,0,0,0,0
Mutnovsky,1,2150 BCE,3,Tephrochronology,52.449,158.196,2288,Russia,Complex,0,0,97,250858
Campi Flegrei,1,2150 BCE,5,Radiocarbon (uncorrected),40.827,14.139,458,Italy,Caldera,2234109,2234109,3006865,6019697
Taranaki,1,2150 BCE,4,Tephrochronology,-39.3,174.07,2518,New Zealand,Stratovolcano,200,230,77381,104499
Asosan,1,2150 BCE,1,Radiocarbon (corrected),32.884,131.104,1592,Japan,Caldera,75559,75559,234591,6507519
Unzendake,1,2150 BCE,1,Thermoluminescence,32.761,130.299,1483,Japan,Complex,6979,76424,444737,7313362
Changbaishan,1,2160 BCE,4,Radiocarbon (uncorrected),41.98,128.08,2744,China-North Korea,Stratovolcano,268,1833,29476,1660355
Katla,1,2160 BCE,3,Tephrochronology,63.633,-19.083,1490,Iceland,Subglacial,0,0,473,11326
Katla,1,2190 BCE,3,Tephrochronology,63.633,-19.083,1490,Iceland,Subglacial,0,0,473,11326
