volcanoName,eruptionCertainty,startDate,maxVEI,evidenceMethod,latitude,longitude,volcanoHeight,country,primaryVolcanoType,population5km,population10km,population30km,population100km
Llaima,1,1964 Jul 2,2,Historical Observations,-38.692,-71.729,3125,Chile,Stratovolcano,86,811,18568,630458
"Negro, Cerro",2,1964 Jul 2,2,Historical Observations,12.506,-86.702,728,Nicaragua,Pyroclastic cone,1690,10243,296320,3540933
Bezymianny,1,1964 Jun 25,2,Historical Observations,55.972,160.595,2882,Russia,Stratovolcano,0,0,47,11728
Akan,1,1964 Jun 18,1,Historical Observations,43.384,144.013,1499,Japan,Caldera,2062,2062,9756,929538
Trident,1,1964 May 31,3,Historical Observations,58.236,-155.1,1864,United States,Stratovolcano,0,0,0,117
Asosan,1,1964 May 14,1,Historical Observations,32.884,131.104,1592,Japan,Caldera,75559,75559,234591,6507519
"Fournaise, Piton de la",1,1964 Apr 30,2,Historical Observations,-21.244,55.708,2632,France,Shield,55859,55859,246792,717820
Bagana,1,1964 Apr 24,2,Historical Observations,-6.137,155.196,1855,Papua New Guinea,Lava cone,198,404,7861,115257
Esmeralda Bank,2,1964 Apr 14,2,Historical Observations,15.0,145.25,-43,United States,Submarine,0,0,0,84578
Kiska,1,1964 Mar 18,0,Historical Observations,52.103,177.602,1220,United States,Stratovolcano,0,0,0,0
Tolbachik,1,1964 Mar 16,2,Historical Observations,55.832,160.326,3611,Russia,Shield,0,0,225,10487
Nila,1,1964 Mar 16,1,Historical Observations,-6.73,129.5,781,Indonesia,Stratovolcano,200,200,200,1382
Westdahl,1,1964 Mar 10,2,Historical Observations,54.516,-164.65,1563,United States,Stratovolcano,0,0,0,305
Villarrica,1,1964 Mar 2,2,Historical Observations,-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
Sao Jorge,2,1964 Feb 18,0,Historical Observations,38.65,-28.08,1053,Portugal,Fissure vent,2088,4689,16290,99442
Ambrym,1,1964 Feb 16,2,Historical Observations,-16.25,168.12,1334,Vanuatu,Pyroclastic shield,9,186,10826,63999
Dempo,1,1964 Feb 14,2,Historical Observations,-4.016,103.121,3142,Indonesia,Stratovolcano,124,9613,96058,2307584
Sirung,1,1964 Feb 8,1,Historical Observations,-8.508,124.13,862,Indonesia,Complex,5966,19334,69744,418756
Chikurachki,1,1964 Feb 1,2,Historical Observations,50.324,155.461,1781,Russia,Stratovolcano,0,65,527,2492
Sangeang Api,1,1964 Jan 29,2,Historical Observations,-8.2,119.07,1912,Indonesia,Complex,204,1155,39301,809132
Paluweh,1,1963 Dec 31,2,Historical Observations,-8.32,121.708,875,Indonesia,Stratovolcano,446,446,5284,548803
Shishaldin,1,1963 Dec 28,2,Historical Observations,54.756,-163.97,2857,United States,Stratovolcano,0,0,10,197
Lokon-Empung,1,1963 Dec 17,2,Historical Observations,1.358,124.792,1580,Indonesia,Stratovolcano,12183,75684,942160,1583346
Pico,2,1963 Dec 15,0,Historical Observations,38.47,-28.4,2351,Portugal,Stratovolcano,304,5944,31521,56736
Kavachi,1,1963 Dec 14,2,Historical Observations,-8.991,157.979,-20,Solomon Islands,Submarine,6,6,802,50014
Manam,1,1963 Nov 26,2,Historical Observations,-4.08,145.037,1807,Papua New Guinea,Stratovolcano,1106,2553,24364,180402
Nasudake,1,1963 Nov 20,1,Historical Observations,37.125,139.963,1915,Japan,Stratovolcano,639,5802,298717,5725203
Erebus,1,1963 Nov 16,0,Historical Observations,-77.53,167.17,3794,Antarctica,Stratovolcano,0,0,0,0
Klyuchevskoy,1,1963 Nov 13,1,Historical Observations,56.056,160.642,4754,Russia,Stratovolcano,0,0,292,12406
Asosan,1,1963 Nov 10,2,Historical Observations,32.884,131.104,1592,Japan,Caldera,75559,75559,234591,6507519
Vestmannaeyjar,1,1963 Nov 8,3,Historical Observations,63.416,-20.266,283,Iceland,Submarine,1685,1685,2188,17538
"Fournaise, Piton de la",1,1963 Nov 7,2,Historical Observations,-21.244,55.708,2632,France,Shield,55859,55859,246792,717820
Fukutoku-Oka-no-Ba,2,1963 Oct 27,0,Historical Observations,24.285,141.481,-29,Japan,Submarine,11,19,19,951
Trident,1,1963 Oct 17,3,Historical Observations,58.236,-155.1,1864,United States,Stratovolcano,0,0,0,117
Augustine,1,1963 Oct 11,2,Historical Observations,59.363,-153.43,1252,United States,Lava dome,0,0,0,759
Kilauea,1,1963 Oct 5,0,Historical Observations,19.421,-155.287,1222,United States,Shield,3122,3122,8495,169550
Fuego,1,1963 Sep 28,3,Historical Observations,14.473,-90.88,3763,Guatemala,Stratovolcano,1373,54332,1016339,7677809
Gaua,1,1963 Sep 15,2,Historical Observations,-14.27,167.5,797,Vanuatu,Stratovolcano,166,1200,2848,8834
Matthew Island,2,1963 Sep 11,0,Historical Observations,-22.33,171.32,177,France,Stratovolcano,1,1,1,1
Batur,1,1963 Sep 5,2,Historical Observations,-8.242,115.375,1717,Indonesia,Caldera,466899,466899,937766,4289189
Ambrym,1,1963 Aug 30,2,Historical Observations,-16.25,168.12,1334,Vanuatu,Pyroclastic shield,9,186,10826,63999
Kilauea,1,1963 Aug 21,0,Historical Observations,19.421,-155.287,1222,United States,Shield,3122,3122,8495,169550
Kerinci,1,1963 Jul 16,2,Historical Observations,-1.697,101.264,3800,Indonesia,Stratovolcano,304,33878,264107,1437454
Niigata-Yakeyama,1,1963 Jul 10,1,Historical Observations,36.921,138.036,2400,Japan,Lava dome,73,610,226866,3920252
Nasudake,2,1963 Jul 10,1,Historical Observations,37.125,139.963,1915,Japan,Stratovolcano,639,5802,298717,5725203
Lopevi,1,1963 Jul 7,3,Historical Observations,-16.507,168.346,1413,Vanuatu,Stratovolcano,690,793,7942,50310
Talang,1,1963 Jul 2,2,Historical Observations,-0.979,100.681,2575,Indonesia,Stratovolcano,1593,18512,214975,3283153
Colima,1,1963 Jul 2,1,Historical Observations,19.514,-103.62,3850,Mexico,Stratovolcano,76,746,303490,1494790
Poas,1,1963 May 23,2,Historical Observations,10.2,-84.233,2697,Costa Rica,Stratovolcano,1947,11107,950796,3411023
Bezymianny,1,1963 May 16,1,Historical Observations,55.972,160.595,2882,Russia,Stratovolcano,0,0,47,11728
Concepcion,1,1963 May 9,1,Historical Observations,11.538,-85.622,1700,Nicaragua,Stratovolcano,14072,28900,92378,2266903
Asosan,1,1963 Apr 21,1,Historical Observations,32.884,131.104,1592,Japan,Caldera,75559,75559,234591,6507519
"Negra, Sierra",1,1963 Apr 13,2,Historical Observations,-0.83,-91.17,1124,Ecuador,Shield,408,408,983,9884
Trident,1,1963 Apr 1,3,Historical Observations,58.236,-155.1,1864,United States,Stratovolcano,0,0,0,117
Ulawun,1,1963 Mar 17,2,Historical Observations,-5.05,151.33,2334,Papua New Guinea,Stratovolcano,30,1801,10577,61018
"Negro, Cerro",1,1963 Mar 16,1,Historical Observations,12.506,-86.702,728,Nicaragua,Pyroclastic cone,1690,10243,296320,3540933
Irazu,1,1963 Mar 13,3,Historical Observations,9.979,-83.852,3432,Costa Rica,Stratovolcano,1978,25442,1667528,3432860
Ebeko,1,1963 Mar 8,1,Historical Observations,50.686,156.014,1103,Russia,Stratovolcano,0,267,1076,3098
Wolf,1,1963 Mar 4,0,Historical Observations,0.02,-91.35,1710,Ecuador,Shield,165,165,237,1673
Villarrica,1,1963 Feb 25,3,Historical Observations,-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
Agung,1,1963 Feb 18,5,Historical Observations,-8.343,115.508,2997,Indonesia,Stratovolcano,5657,76781,968381,4550176
Manam,1,1963 Feb 15,2,Historical Observations,-4.08,145.037,1807,Papua New Guinea,Stratovolcano,1106,2553,24364,180402
Niigata-Yakeyama,1,1963 Feb 14,1,Historical Observations,36.921,138.036,2400,Japan,Lava dome,73,610,226866,3920252
Amukta,1,1963 Feb 13,3,Historical Observations,52.5,-171.252,1066,United States,Stratovolcano,0,0,0,0
Rumble III,1,1963 Jan 16,0,Hydrophonic,-35.745,178.478,-220,New Zealand,Submarine,0,0,0,0
Gamalama,1,1962 Dec 31,2,Historical Observations,0.8,127.33,1715,Indonesia,Stratovolcano,103429,204820,308691,536972
Whakaari/White Island,1,1962 Dec 15,3,Historical Observations,-37.52,177.18,294,New Zealand,Stratovolcano,5,5,5,190290
Kilauea,1,1962 Dec 7,0,Historical Observations,19.421,-155.287,1222,United States,Shield,3122,3122,8495,169550
Akutan,1,1962 Nov 5,2,Historical Observations,54.134,-165.986,1303,United States,Stratovolcano,0,24,233,4361
Bezymianny,1,1962 Oct 21,2,Historical Observations,55.972,160.595,2882,Russia,Stratovolcano,0,0,47,11728
Miyakejima,1,1962 Aug 24,2,Historical Observations,34.094,139.526,775,Japan,Stratovolcano,1848,3189,3474,95663
Tolbachik,1,1962 Aug 16,1,Historical Observations,55.832,160.326,3611,Russia,Shield,0,0,225,10487
Irazu,3,1962 Aug 9,2,Historical Observations,9.979,-83.852,3432,Costa Rica,Stratovolcano,1978,25442,1667528,3432860
Fuego,1,1962 Aug 4,3,Historical Observations,14.473,-90.88,3763,Guatemala,Stratovolcano,1373,54332,1016339,7677809
Lopevi,1,1962 Jul 16,0,Historical Observations,-16.507,168.346,1413,Vanuatu,Stratovolcano,690,793,7942,50310
Gaua,1,1962 Jul 16,2,Historical Observations,-14.27,167.5,797,Vanuatu,Stratovolcano,166,1200,2848,8834
Karkar,2,1962 Jul 2,2,Historical Observations,-4.649,145.964,1839,Papua New Guinea,Stratovolcano,5,4159,20127,189841
Fukutoku-Oka-no-Ba,2,1962 Jul 1,0,Historical Observations,24.285,141.481,-29,Japan,Submarine,11,19,19,951
Tokachidake,1,1962 Jun 29,3,Historical Observations,43.418,142.686,2077,Japan,Stratovolcano,12,227,60382,1373264
Yakedake,1,1962 Jun 17,2,Historical Observations,36.227,137.587,2455,Japan,Stratovolcano,995,2995,156542,4595286
Concepcion,1,1962 Jun 16,2,Historical Observations,11.538,-85.622,1700,Nicaragua,Stratovolcano,14072,28900,92378,2266903
Trident,1,1962 Jun 9,3,Historical Observations,58.236,-155.1,1864,United States,Stratovolcano,0,0,0,117
Tongariro,1,1962 May 24,2,Historical Observations,-39.157,175.632,1978,New Zealand,Stratovolcano,27,286,7591,81567
Akan,1,1962 Apr 28,1,Historical Observations,43.384,144.013,1499,Japan,Caldera,2062,2062,9756,929538
Manam,1,1962 Apr 16,2,Historical Observations,-4.08,145.037,1807,Papua New Guinea,Stratovolcano,1106,2553,24364,180402
Lokon-Empung,1,1962 Apr 16,1,Historical Observations,1.358,124.792,1580,Indonesia,Stratovolcano,12183,75684,942160,1583346
"Negro, Cerro",1,1962 Mar 21,2,Historical Observations,12.506,-86.702,728,Nicaragua,Pyroclastic cone,1690,10243,296320,3540933
Langila,1,1962 Mar 16,2,Historical Observations,-5.525,148.42,1330,Papua New Guinea,Complex,213,3653,11641,45698
Niigata-Yakeyama,1,1962 Mar 14,1,Historical Observations,36.921,138.036,2400,Japan,Lava dome,73,610,226866,3920252
Protector Seamounts,1,1962 Mar 5,0,Historical Observations,-55.912,-28.167,-55,United Kingdom,Submarine,0,0,0,0
Bagana,1,1962 Feb 15,2,Historical Observations,-6.137,155.196,1855,Papua New Guinea,Lava cone,198,404,7861,115257
Karangetang,1,1962 Jan 29,2,Historical Observations,2.781,125.407,1797,Indonesia,Stratovolcano,892,4478,11066,65667
Kiska,1,1962 Jan 24,3,Historical Observations,52.103,177.602,1220,United States,Stratovolcano,0,0,0,0
Izu-Oshima,1,1962 Jan 16,1,Historical Observations,34.724,139.394,746,Japan,Stratovolcano,2381,8037,8375,11837468
Kavachi,1,1962 Jan 16,2,Historical Observations,-8.991,157.979,-20,Solomon Islands,Submarine,6,6,802,50014
Telica,1,1962 Jan 16,1,Historical Observations,12.606,-86.84,1036,Nicaragua,Stratovolcano,1079,21990,327294,2982538
Planchon-Peteroa,1,1962 Jan 16,1,Historical Observations,-35.223,-70.568,3977,Chile,Stratovolcano,6,48,1345,634959
Concepcion,2,1961 Nov 28,2,Historical Observations,11.538,-85.622,1700,Nicaragua,Stratovolcano,14072,28900,92378,2266903
Askja,1,1961 Oct 26,2,Historical Observations,65.033,-16.783,1080,Iceland,Stratovolcano,0,0,0,13028
"Negro, Cerro",1,1961 Oct 25,1,Historical Observations,12.506,-86.702,728,Nicaragua,Pyroclastic cone,1690,10243,296320,3540933
Bezymianny,1,1961 Oct 18,3,Historical Observations,55.972,160.595,2882,Russia,Stratovolcano,0,0,47,11728
Lautaro,1,1961 Oct 16,2,Historical Observations,-49.019,-73.504,3542,Chile,Stratovolcano,0,0,46,2365
Tristan da Cunha,1,1961 Oct 10,2,Historical Observations,-37.092,-12.28,2060,United Kingdom,Shield,12,12,12,32
Karangetang,1,1961 Oct 9,2,Historical Observations,2.781,125.407,1797,Indonesia,Stratovolcano,892,4478,11066,65667
Kilauea,1,1961 Sep 22,1,Historical Observations,19.421,-155.287,1222,United States,Shield,3122,3122,8495,169550
Asamayama,1,1961 Aug 18,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
Ambrym,1,1961 Aug 15,3,Historical Observations,-16.25,168.12,1334,Vanuatu,Pyroclastic shield,9,186,10826,63999
Tokachidake,1,1961 Aug 14,1,Historical Observations,43.418,142.686,2077,Japan,Stratovolcano,12,227,60382,1373264
Bagana,1,1961 Jul 26,2,Historical Observations,-6.137,155.196,1855,Papua New Guinea,Lava cone,198,404,7861,115257
Manam,1,1961 Jul 16,2,Historical Observations,-4.08,145.037,1807,Papua New Guinea,Stratovolcano,1106,2553,24364,180402
Tangkuban Parahu,1,1961 Jul 16,1,Historical Observations,-6.77,107.6,2084,Indonesia,Stratovolcano,100608,518822,5729309,32855731
Kilauea,1,1961 Jul 10,1,Historical Observations,19.421,-155.287,1222,United States,Shield,3122,3122,8495,169550
Colima,1,1961 Jul 2,1,Historical Observations,19.514,-103.62,3850,Mexico,Stratovolcano,76,746,303490,1494790
Izu-Oshima,2,1961 Jul 2,1,Historical Observations,34.724,139.394,746,Japan,Stratovolcano,2381,8037,8375,11837468
Long Island,2,1961 Jul 2,3,Historical Observations,-5.358,147.12,1280,Papua New Guinea,Complex,172,2023,4017,78803
Villarrica,1,1961 Jul 2,1,Historical Observations,-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
Copahue,1,1961 Jul 2,2,Historical Observations,-37.856,-71.183,2953,Chile-Argentina,Stratovolcano,88,555,3042,138414
Trident,1,1961 Jun 30,2,Historical Observations,58.236,-155.1,1864,United States,Stratovolcano,0,0,0,117
Bezymianny,1,1961 May 21,2,Historical Observations,55.972,160.595,2882,Russia,Stratovolcano,0,0,47,11728
Lokon-Empung,1,1961 May 19,2,Historical Observations,1.358,124.792,1580,Indonesia,Stratovolcano,12183,75684,942160,1583346
Tupungatito,1,1961 May 5,2,Historical Observations,-33.425,-69.797,5660,Chile-Argentina,Stratovolcano,612,923,6161,6169105
Chikurachki,1,1961 May 2,1,Historical Observations,50.324,155.461,1781,Russia,Stratovolcano,0,65,527,2492
Merapi,1,1961 Apr 11,3,Historical Observations,-7.54,110.446,2910,Indonesia,Stratovolcano,49205,185849,4348473,24728414
"Fournaise, Piton de la",1,1961 Apr 5,0,Historical Observations,-21.244,55.708,2632,France,Shield,55859,55859,246792,717820
Kavachi,1,1961 Mar 28,2,Historical Observations,-8.991,157.979,-20,Solomon Islands,Submarine,6,6,802,50014
Bezymianny,1,1961 Mar 25,3,Historical Observations,55.972,160.595,2882,Russia,Stratovolcano,0,0,47,11728
Tolbachik,1,1961 Mar 24,2,Historical Observations,55.832,160.326,3611,Russia,Shield,0,0,225,10487
Fernandina,1,1961 Mar 21,2,Historical Observations,-0.37,-91.55,1476,Ecuador,Shield,129,129,208,1972
Pacaya,1,1961 Mar 11,2,Historical Observations,14.382,-90.601,2569,Guatemala,Complex,4250,53579,2454482,7033094
Kilauea,1,1961 Mar 3,1,Historical Observations,19.421,-155.287,1222,United States,Shield,3122,3122,8495,169550
Karangetang,1,1961 Feb 28,2,Historical Observations,2.781,125.407,1797,Indonesia,Stratovolcano,892,4478,11066,65667
Kilauea,1,1961 Feb 24,1,Historical Observations,19.421,-155.287,1222,United States,Shield,3122,3122,8495,169550
Calbuco,1,1961 Feb 1,3,Historical Observations,-41.33,-72.618,1974,Chile,Stratovolcano,70,871,32265,575233
Gorely,1,1961 Jan 16,2,Historical Observations,52.559,158.03,1799,Russia,Caldera,0,0,19,250293
Langila,1,1960 Dec 19,2,Historical Observations,-5.525,148.42,1330,Papua New Guinea,Complex,213,3653,11641,45698
Slamet,1,1960 Dec 16,2,Historical Observations,-7.242,109.208,3428,Indonesia,Stratovolcano,856,13401,2904026,20217467
Mutnovsky,1,1960 Dec 16,2,Historical Observations,52.449,158.196,2288,Russia,Complex,0,0,97,250858
Klyuchevskoy,1,1960 Dec 16,3,Historical Observations,56.056,160.642,4754,Russia,Stratovolcano,0,0,292,12406
San Pedro-San Pablo,1,1960 Dec 2,2,Historical Observations,-21.888,-68.391,6142,Chile,Stratovolcano,0,156,2349,150795
Guallatiri,1,1960 Dec 2,2,Historical Observations,-18.42,-69.092,6071,Chile,Stratovolcano,0,63,2290,45906
Chirpoi,1,1960 Oct 20,2,Historical Observations,46.532,150.871,742,Russia,Caldera,1,1,3,491
Okmok,1,1960 Oct 15,3,Historical Observations,53.43,-168.13,1073,United States,Shield,0,0,0,4
Nasudake,1,1960 Oct 10,1,Historical Observations,37.125,139.963,1915,Japan,Stratovolcano,639,5802,298717,5725203
"Negro, Cerro",1,1960 Sep 28,3,Historical Observations,12.506,-86.702,728,Nicaragua,Pyroclastic cone,1690,10243,296320,3540933
Ketoi,1,1960 Sep 27,2,Historical Observations,47.35,152.475,1172,Russia,Stratovolcano,1,10,11,90
Ambrym,1,1960 Sep 17,1,Historical Observations,-16.25,168.12,1334,Vanuatu,Pyroclastic shield,9,186,10826,63999
Akan,1,1960 Sep 16,1,Historical Observations,43.384,144.013,1499,Japan,Caldera,2062,2062,9756,929538
Asosan,1,1960 Sep 16,1,Historical Observations,32.884,131.104,1592,Japan,Caldera,75559,75559,234591,6507519
Sarychev Peak,1,1960 Aug 30,3,Historical Observations,48.092,153.2,1496,Russia,Stratovolcano,17,143,143,148
Ulawun,1,1960 Jul 29,2,Historical Observations,-5.05,151.33,2334,Papua New Guinea,Stratovolcano,30,1801,10577,61018
Myojinsho,1,1960 Jul 21,2,Historical Observations,31.888,139.918,11,Japan,Submarine,0,0,0,242
Epi,1,1960 Jul 16,0,Historical Observations,-16.68,168.37,833,Vanuatu,Stratovolcano,0,170,7819,52827
Kerinci,1,1960 Jul 16,2,Historical Observations,-1.697,101.264,3800,Indonesia,Stratovolcano,304,33878,264107,1437454
Tupungatito,1,1960 Jul 15,2,Historical Observations,-33.425,-69.797,5660,Chile-Argentina,Stratovolcano,612,923,6161,6169105
Planchon-Peteroa,1,1960 Jul 10,1,Historical Observations,-35.223,-70.568,3977,Chile,Stratovolcano,6,48,1345,634959
Lopevi,1,1960 Jul 10,3,Historical Observations,-16.507,168.346,1413,Vanuatu,Stratovolcano,690,793,7942,50310
Suwanosejima,1,1960 Jul 2,0,Historical Observations,29.638,129.714,796,Japan,Stratovolcano,107,107,325,1966
Pavlof,1,1960 Jul 2,2,Historical Observations,55.417,-161.894,2493,United States,Stratovolcano,0,0,0,3002
San Jose,1,1960 Jul 2,2,Historical Observations,-33.789,-69.895,6070,Chile-Argentina,Stratovolcano,194,616,15963,6615248
Copahue,1,1960 Jul 2,1,Historical Observations,-37.856,-71.183,2953,Chile-Argentina,Stratovolcano,88,555,3042,138414
Llaima,2,1960 Jul 2,2,Historical Observations,-38.692,-71.729,3125,Chile,Stratovolcano,86,811,18568,630458
Isluga,2,1960 Jul 2,2,Historical Observations,-19.15,-68.83,5550,Chile,Stratovolcano,1,703,5961,32205
Villarrica,2,1960 Jul 2,1,Historical Observations,-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
Fukutoku-Oka-no-Ba,2,1960 Jul 1,0,Historical Observations,24.285,141.481,-29,Japan,Submarine,11,19,19,951
Reventador,1,1960 Jun 16,3,Historical Observations,-0.077,-77.656,3562,Ecuador,Stratovolcano,484,963,4403,2619647
Puyehue-Cordon Caulle,1,1960 May 24,3,Historical Observations,-40.59,-72.117,2236,Chile,Stratovolcano,129,783,7163,515357
Bam,1,1960 Apr 28,2,Historical Observations,-3.613,144.818,685,Papua New Guinea,Stratovolcano,192,192,462,103203
Karymsky,1,1960 Apr 16,3,Historical Observations,54.049,159.443,1513,Russia,Stratovolcano,0,0,291,10848
Bezymianny,1,1960 Apr 13,2,Historical Observations,55.972,160.595,2882,Russia,Stratovolcano,0,0,47,11728
"Lengai, Ol Doinyo",1,1960 Mar 16,3,Historical Observations,-2.764,35.914,2962,Tanzania,Stratovolcano,186,1855,18074,545305
Sirung,1,1960 Mar 13,2,Historical Observations,-8.508,124.13,862,Indonesia,Complex,5966,19334,69744,418756
Erta Ale,1,1960 Jan 16,0,Historical Observations,13.6,40.67,613,Ethiopia,Shield,2685,2796,8857,235083
Asosan,1,1960 Jan 16,2,Historical Observations,32.884,131.104,1592,Japan,Caldera,75559,75559,234591,6507519
Kilauea,1,1960 Jan 13,2,Historical Observations,19.421,-155.287,1222,United States,Shield,3122,3122,8495,169550
"Fournaise, Piton de la",1,1960 Jan 11,2,Historical Observations,-21.244,55.708,2632,France,Shield,55859,55859,246792,717820
Lautaro,1,1959 Dec 28,2,Historical Observations,-49.019,-73.504,3542,Chile,Stratovolcano,0,0,46,2365
Manam,1,1959 Dec 16,2,Historical Observations,-4.08,145.037,1807,Papua New Guinea,Stratovolcano,1106,2553,24364,180402
Krakatau,1,1959 Dec 16,2,Historical Observations,-6.102,105.423,155,Indonesia,Caldera,7177,7177,8027,6326159
Whakaari/White Island,1,1959 Dec 14,2,Historical Observations,-37.52,177.18,294,New Zealand,Stratovolcano,5,5,5,190290
Lascar,1,1959 Nov 16,2,Historical Observations,-23.37,-67.73,5592,Chile,Stratovolcano,0,70,570,8119
Kilauea,1,1959 Nov 14,2,Historical Observations,19.421,-155.287,1222,United States,Shield,3122,3122,8495,169550
Planchon-Peteroa,1,1959 Nov 6,1,Historical Observations,-35.223,-70.568,3977,Chile,Stratovolcano,6,48,1345,634959
Etna,1,1959 Oct 17,3,Historical Observations,37.748,14.999,3320,Italy,Stratovolcano,78,3291,1016540,3052770
Izu-Oshima,1,1959 Oct 16,1,Historical Observations,34.724,139.394,746,Japan,Stratovolcano,2381,8037,8375,11837468
Tupungatito,1,1959 Oct 16,2,Historical Observations,-33.425,-69.797,5660,Chile-Argentina,Stratovolcano,612,923,6161,6169105
Bezymianny,1,1959 Oct 15,1,Historical Observations,55.972,160.595,2882,Russia,Stratovolcano,0,0,47,11728
Kuwae,1,1959 Sep 18,2,Historical Observations,-16.829,168.536,-2,Vanuatu,Caldera,2836,2836,5725,48609
Fukujin,2,1959 Aug 16,0,Historical Observations,21.93,143.47,-217,United States,Submarine,0,0,0,0
Tokachidake,1,1959 Aug 15,1,Historical Observations,43.418,142.686,2077,Japan,Stratovolcano,12,227,60382,1373264
Asosan,1,1959 Jul 16,1,Historical Observations,32.884,131.104,1592,Japan,Caldera,75559,75559,234591,6507519
Kasuga 1,1,1959 Jul 15,0,Historical Observations,21.765,143.71,-598,United States,Submarine,0,0,0,0
Guallatiri,1,1959 Jul 15,2,Historical Observations,-18.42,-69.092,6071,Chile,Stratovolcano,0,63,2290,45906
San Jose,1,1959 Jul 2,2,Historical Observations,-33.789,-69.895,6070,Chile-Argentina,Stratovolcano,194,616,15963,6615248
Kverkfjoll,1,1959 Jul 2,1,Historical Observations,64.653,-16.647,1930,Iceland,Stratovolcano,0,0,0,2901
Kita-Fukutokutai,2,1959 Jul 2,0,Historical Observations,24.417,141.417,-73,Japan,Submarine,0,0,23,1209
Zhupanovsky,1,1959 Jul 2,2,Historical Observations,53.589,159.15,2899,Russia,Compound,0,0,153,267080
Myojinsho,1,1959 Jul 2,0,Historical Observations,31.888,139.918,11,Japan,Submarine,0,0,0,242
Tolbachik,1,1959 Jul 2,2,Historical Observations,55.832,160.326,3611,Russia,Shield,0,0,225,10487
Traitor's Head,2,1959 Jul 2,0,Historical Observations,-18.754,169.238,817,Vanuatu,Stratovolcano,207,380,7007,30651
Bagana,1,1959 Jul 2,2,Historical Observations,-6.137,155.196,1855,Papua New Guinea,Lava cone,198,404,7861,115257
Niuafo'ou,2,1959 Jul 2,1,Historical Observations,-15.6,-175.63,260,Tonga,Shield,118,155,155,155
Fukutoku-Oka-no-Ba,2,1959 Jul 1,0,Historical Observations,24.285,141.481,-29,Japan,Submarine,11,19,19,951
"Azul, Cerro",1,1959 Jun 29,2,Historical Observations,-0.92,-91.408,1640,Ecuador,Shield,220,220,314,1936
Manam,1,1959 Jun 16,2,Historical Observations,-4.08,145.037,1807,Papua New Guinea,Stratovolcano,1106,2553,24364,180402
Io-Torishima,1,1959 Jun 8,2,Historical Observations,27.881,128.223,212,Japan,Complex,0,0,0,52818
Tongariro,1,1959 Jun 1,2,Historical Observations,-39.157,175.632,1978,New Zealand,Stratovolcano,27,286,7591,81567
Ruapehu,1,1959 May 21,1,Historical Observations,-39.28,175.57,2797,New Zealand,Stratovolcano,14,298,6901,119709
Akan,1,1959 May 15,1,Historical Observations,43.384,144.013,1499,Japan,Caldera,2062,2062,9756,929538
Ambrym,1,1959 Apr 16,2,Historical Observations,-16.25,168.12,1334,Vanuatu,Pyroclastic shield,9,186,10826,63999
Bam,1,1959 Apr 2,2,Historical Observations,-3.613,144.818,685,Papua New Guinea,Stratovolcano,192,192,462,103203
Tupungatito,1,1959 Mar 26,2,Historical Observations,-33.425,-69.797,5660,Chile-Argentina,Stratovolcano,612,923,6161,6169105
Etna,1,1959 Mar 23,1,Historical Observations,37.748,14.999,3320,Italy,Stratovolcano,78,3291,1016540,3052770
"Fournaise, Piton de la",1,1959 Mar 11,2,Historical Observations,-21.244,55.708,2632,France,Shield,55859,55859,246792,717820
Kirishimayama,1,1959 Feb 13,2,Historical Observations,31.934,130.862,1700,Japan,Shield,647,8415,407050,3972044
Cameroon,1,1959 Jan 23,2,Historical Observations,4.203,9.17,4095,Cameroon,Stratovolcano,328,26053,417460,3079036
Izu-Oshima,1,1959 Jan 16,1,Historical Observations,34.724,139.394,746,Japan,Stratovolcano,2381,8037,8375,11837468
Klyuchevskoy,1,1959 Jan 3,1,Historical Observations,56.056,160.642,4754,Russia,Stratovolcano,0,0,292,12406
Kusatsu-Shiranesan,1,1958 Dec 31,1,Historical Observations,36.618,138.528,2165,Japan,Stratovolcano,4485,14296,434049,5947593
Tofua,1,1958 Dec 31,2,Historical Observations,-19.75,-175.07,515,Tonga,Caldera,1556,1556,1556,8789
Bezymianny,1,1958 Dec 28,2,Historical Observations,55.972,160.595,2882,Russia,Stratovolcano,0,0,47,11728
Whakaari/White Island,1,1958 Dec 16,1,Historical Observations,-37.52,177.18,294,New Zealand,Stratovolcano,5,5,5,190290
Kavachi,1,1958 Nov 21,0,Historical Observations,-8.991,157.979,-20,Solomon Islands,Submarine,6,6,802,50014
Ambrym,1,1958 Nov 18,2,Historical Observations,-16.25,168.12,1334,Vanuatu,Pyroclastic shield,9,186,10826,63999
Etna,1,1958 Nov 16,1,Historical Observations,37.748,14.999,3320,Italy,Stratovolcano,78,3291,1016540,3052770
Reventador,1,1958 Nov 16,3,Historical Observations,-0.077,-77.656,3562,Ecuador,Stratovolcano,484,963,4403,2619647
Villarrica,1,1958 Nov 6,1,Historical Observations,-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
Tongariro,1,1958 Nov 5,2,Historical Observations,-39.157,175.632,1978,New Zealand,Stratovolcano,27,286,7591,81567
